,x,y,z,t,activity
26350,0.96,-0.05,0.33,1076488,Lying
26351,0.95,-0.04,0.32,1076529,Lying
26352,0.96,-0.05,0.32,1076570,Lying
26353,0.96,-0.05,0.32,1076611,Lying
26354,0.96,-0.04,0.32,1076652,Lying
26355,0.96,-0.05,0.33,1076692,Lying
26356,0.95,-0.05,0.32,1076733,Lying
26357,0.96,-0.05,0.33,1076774,Lying
26358,0.96,-0.05,0.32,1076815,Lying
26359,0.96,-0.04,0.32,1076856,Lying
26360,0.95,-0.05,0.33,1076897,Lying
26361,0.95,-0.05,0.32,1076937,Lying
26362,0.96,-0.05,0.32,1076979,Lying
26363,0.96,-0.04,0.32,1077020,Lying
26364,0.96,-0.05,0.32,1077060,Lying
26365,0.96,-0.04,0.32,1077101,Lying
26366,0.95,-0.05,0.33,1077142,Lying
26367,0.96,-0.04,0.33,1077183,Lying
26368,0.95,-0.05,0.32,1077224,Lying
26369,0.96,-0.05,0.32,1077265,Lying
26370,0.95,-0.05,0.32,1077306,Lying
26371,0.96,-0.05,0.33,1077346,Lying
26372,0.96,-0.05,0.33,1077387,Lying
26373,0.95,-0.05,0.32,1077428,Lying
26374,0.96,-0.05,0.32,1077469,Lying
26375,0.96,-0.04,0.32,1077510,Lying
26376,0.96,-0.05,0.32,1077550,Lying
26377,0.96,-0.05,0.32,1077591,Lying
26378,0.96,-0.05,0.32,1077632,Lying
26379,0.95,-0.05,0.33,1077672,Lying
26380,0.96,-0.05,0.33,1077713,Lying
26381,0.95,-0.05,0.33,1077754,Lying
26382,0.95,-0.04,0.34,1077795,Lying
26383,0.96,-0.05,0.32,1077835,Lying
26384,0.96,-0.05,0.33,1077876,Lying
26385,0.96,-0.04,0.33,1077916,Lying
26386,0.96,-0.04,0.32,1077956,Lying
26387,0.96,-0.05,0.32,1077996,Lying
26388,0.95,-0.05,0.32,1078037,Lying
26389,0.95,-0.05,0.33,1078078,Lying
26390,0.96,-0.05,0.33,1078119,Lying
26391,0.96,-0.05,0.33,1078160,Lying
26392,0.96,-0.04,0.32,1078200,Lying
26393,0.96,-0.05,0.32,1078241,Lying
26394,0.96,-0.05,0.32,1078282,Lying
26395,0.96,-0.05,0.33,1078323,Lying
26396,0.95,-0.05,0.32,1078364,Lying
26397,0.96,-0.04,0.33,1078405,Lying
26398,0.96,-0.05,0.32,1078445,Lying
26399,0.96,-0.04,0.33,1078486,Lying
26400,0.96,-0.04,0.32,1078526,Lying
26401,0.95,-0.05,0.33,1078567,Lying
26402,0.96,-0.04,0.32,1078608,Lying
26403,0.95,-0.04,0.33,1078648,Lying
26404,0.95,-0.04,0.33,1078689,Lying
26405,0.96,-0.04,0.32,1078730,Lying
26406,0.96,-0.05,0.32,1078771,Lying
26407,0.96,-0.05,0.32,1078812,Lying
26408,0.95,-0.05,0.32,1078853,Lying
26409,0.96,-0.05,0.33,1078893,Lying
26410,0.95,-0.04,0.32,1078933,Lying
26411,0.96,-0.04,0.32,1078974,Lying
26412,0.95,-0.05,0.32,1079015,Lying
26413,0.96,-0.05,0.32,1079056,Lying
26414,0.96,-0.05,0.33,1079097,Lying
26415,0.95,-0.04,0.32,1079138,Lying
26416,0.96,-0.04,0.32,1079179,Lying
26417,0.95,-0.05,0.32,1079219,Lying
26418,0.95,-0.05,0.32,1079260,Lying
26419,0.96,-0.05,0.33,1079301,Lying
26420,0.95,-0.04,0.33,1079342,Lying
26421,0.96,-0.05,0.32,1079383,Lying
26422,0.95,-0.05,0.32,1079424,Lying
26423,0.96,-0.05,0.32,1079464,Lying
26424,0.96,-0.05,0.33,1079505,Lying
26425,0.96,-0.05,0.32,1079546,Lying
26426,0.96,-0.05,0.32,1079587,Lying
26427,0.95,-0.05,0.32,1079628,Lying
26428,0.96,-0.05,0.32,1079669,Lying
26429,0.96,-0.05,0.33,1079709,Lying
26430,0.95,-0.05,0.32,1079750,Lying
26431,0.96,-0.05,0.32,1079791,Lying
26432,0.96,-0.05,0.32,1079832,Lying
26433,0.95,-0.05,0.32,1079873,Lying
26434,0.96,-0.05,0.33,1079914,Lying
26435,0.96,-0.05,0.33,1079955,Lying
26436,0.95,-0.05,0.32,1079996,Lying
26437,0.96,-0.05,0.33,1080037,Lying
26438,0.96,-0.05,0.32,1080078,Lying
26439,0.96,-0.05,0.33,1080119,Lying
26440,0.96,-0.05,0.32,1080160,Lying
26441,0.96,-0.05,0.32,1080200,Lying
26442,0.95,-0.05,0.33,1080241,Lying
26443,0.96,-0.05,0.32,1080282,Lying
26444,0.96,-0.05,0.32,1080323,Lying
26445,0.96,-0.05,0.32,1080363,Lying
26446,0.96,-0.04,0.32,1080403,Lying
26447,0.96,-0.05,0.33,1080444,Lying
26448,0.95,-0.05,0.33,1080485,Lying
26449,0.96,-0.04,0.32,1080526,Lying
26450,0.96,-0.05,0.33,1080567,Lying
26451,0.96,-0.05,0.33,1080608,Lying
26452,0.96,-0.05,0.33,1080649,Lying
26453,0.96,-0.04,0.32,1080690,Lying
26454,0.95,-0.05,0.33,1080731,Lying
26455,0.96,-0.05,0.33,1080772,Lying
26456,0.96,-0.05,0.33,1080813,Lying
26457,0.96,-0.05,0.33,1080854,Lying
26458,0.96,-0.05,0.33,1080895,Lying
26459,0.95,-0.04,0.33,1080936,Lying
26460,0.95,-0.05,0.33,1080977,Lying
26461,0.96,-0.05,0.32,1081018,Lying
26462,0.96,-0.04,0.33,1081058,Lying
26463,0.96,-0.05,0.33,1081099,Lying
26464,0.95,-0.05,0.32,1081140,Lying
26465,0.95,-0.05,0.32,1081181,Lying
26466,0.95,-0.05,0.33,1081222,Lying
26467,0.96,-0.05,0.33,1081263,Lying
26468,0.96,-0.05,0.33,1081303,Lying
26469,0.96,-0.04,0.32,1081344,Lying
26470,0.96,-0.05,0.33,1081384,Lying
26471,0.96,-0.05,0.33,1081424,Lying
26472,0.95,-0.04,0.32,1081465,Lying
26473,0.95,-0.05,0.32,1081506,Lying
26474,0.95,-0.05,0.32,1081547,Lying
26475,0.95,-0.05,0.32,1081588,Lying
26476,0.95,-0.05,0.33,1081628,Lying
26477,0.95,-0.05,0.33,1081669,Lying
26478,0.96,-0.05,0.32,1081710,Lying
26479,0.96,-0.05,0.32,1081751,Lying
26480,0.95,-0.05,0.32,1081792,Lying
26481,0.96,-0.04,0.33,1081833,Lying
26482,0.95,-0.04,0.33,1081874,Lying
26483,0.96,-0.05,0.32,1081915,Lying
26484,0.95,-0.05,0.32,1081956,Lying
26485,0.96,-0.04,0.33,1081997,Lying
26486,0.96,-0.05,0.32,1082038,Lying
26487,0.95,-0.05,0.32,1082079,Lying
26488,0.96,-0.04,0.32,1082120,Lying
26489,0.96,-0.05,0.32,1082161,Lying
26490,0.96,-0.05,0.32,1082202,Lying
26491,0.96,-0.05,0.32,1082243,Lying
26492,0.95,-0.05,0.32,1082284,Lying
26493,0.95,-0.05,0.33,1082324,Lying
26494,0.96,-0.05,0.32,1082365,Lying
26495,0.96,-0.05,0.32,1082406,Lying
26496,0.96,-0.05,0.32,1082447,Lying
26497,0.96,-0.05,0.32,1082488,Lying
26498,0.96,-0.05,0.32,1082528,Lying
26499,0.96,-0.05,0.32,1082569,Lying
26500,0.96,-0.05,0.32,1082610,Lying
26501,0.96,-0.05,0.33,1082650,Lying
26502,0.96,-0.05,0.32,1082691,Lying
26503,0.96,-0.05,0.32,1082732,Lying
26504,0.96,-0.05,0.32,1082773,Lying
26505,0.96,-0.04,0.31,1082814,Lying
26506,0.96,-0.05,0.32,1082855,Lying
26507,0.95,-0.04,0.33,1082896,Lying
26508,0.95,-0.04,0.33,1082936,Lying
26509,0.96,-0.05,0.33,1082977,Lying
26510,0.96,-0.05,0.32,1083018,Lying
26511,0.96,-0.04,0.33,1083059,Lying
26512,0.96,-0.05,0.32,1083100,Lying
26513,0.95,-0.05,0.32,1083141,Lying
26514,0.96,-0.05,0.32,1083182,Lying
26515,0.96,-0.05,0.32,1083223,Lying
26516,0.96,-0.05,0.33,1083265,Lying
26517,0.97,-0.05,0.31,1083305,Lying
26518,0.96,-0.05,0.32,1083346,Lying
26519,0.95,-0.04,0.31,1083387,Lying
26520,0.96,-0.05,0.3,1083428,Lying
26521,0.96,-0.05,0.3,1083469,Lying
26522,0.97,-0.06,0.3,1083510,Lying
26523,0.96,-0.05,0.31,1083551,Lying
26524,0.95,-0.04,0.31,1083592,Lying
26525,0.96,-0.05,0.31,1083633,Lying
26526,0.96,-0.05,0.31,1083674,Lying
26527,0.96,-0.05,0.3,1083715,Lying
26528,0.96,-0.04,0.31,1083756,Lying
26529,0.96,-0.05,0.32,1083797,Lying
26530,0.96,-0.04,0.32,1083838,Lying
26531,0.96,-0.05,0.3,1083879,Lying
26532,0.96,-0.05,0.31,1083920,Lying
26533,0.96,-0.05,0.31,1083961,Lying
26534,0.96,-0.05,0.3,1084002,Lying
26535,0.96,-0.05,0.3,1084043,Lying
26536,0.96,-0.04,0.32,1084083,Lying
26537,0.96,-0.05,0.32,1084124,Lying
26538,0.96,-0.05,0.31,1084165,Lying
26539,0.96,-0.05,0.31,1084206,Lying
26540,0.96,-0.05,0.31,1084247,Lying
26541,0.96,-0.05,0.3,1084289,Lying
26542,0.96,-0.05,0.31,1084329,Lying
26543,0.96,-0.04,0.3,1084370,Lying
26544,0.96,-0.05,0.31,1084411,Lying
26545,0.97,-0.05,0.31,1084452,Lying
26546,0.96,-0.04,0.31,1084493,Lying
26547,0.96,-0.05,0.31,1084533,Lying
26548,0.96,-0.05,0.3,1084574,Lying
26549,0.95,-0.05,0.31,1084615,Lying
26550,0.96,-0.04,0.3,1084656,Lying
26551,0.96,-0.04,0.31,1084697,Lying
26552,0.96,-0.05,0.32,1084738,Lying
26553,0.96,-0.05,0.3,1084779,Lying
26554,0.96,-0.05,0.3,1084819,Lying
26555,0.96,-0.04,0.3,1084860,Lying
26556,0.96,-0.05,0.3,1084901,Lying
26557,0.96,-0.05,0.31,1084942,Lying
26558,0.96,-0.05,0.3,1084983,Lying
26559,0.97,-0.05,0.3,1085024,Lying
26560,0.96,-0.04,0.3,1085064,Lying
26561,0.96,-0.04,0.31,1085105,Lying
26562,0.96,-0.05,0.3,1085146,Lying
26563,0.96,-0.04,0.32,1085187,Lying
26564,0.95,-0.04,0.31,1085228,Lying
26565,0.96,-0.04,0.31,1085268,Lying
26566,0.96,-0.04,0.3,1085309,Lying
26567,0.97,-0.05,0.3,1085350,Lying
26568,0.97,-0.05,0.3,1085390,Lying
26569,0.96,-0.05,0.3,1085431,Lying
26570,0.96,-0.04,0.31,1085472,Lying
26571,0.96,-0.05,0.3,1085513,Lying
26572,0.96,-0.05,0.3,1085554,Lying
26573,0.96,-0.05,0.3,1085595,Lying
26574,0.96,-0.05,0.31,1085636,Lying
26575,0.96,-0.05,0.3,1085677,Lying
26576,0.96,-0.05,0.3,1085718,Lying
26577,0.96,-0.04,0.3,1085759,Lying
26578,0.96,-0.05,0.3,1085799,Lying
26579,0.96,-0.05,0.3,1085840,Lying
26580,0.96,-0.05,0.3,1085881,Lying
26581,0.97,-0.04,0.3,1085922,Lying
26582,0.97,-0.05,0.3,1085963,Lying
26583,0.96,-0.05,0.3,1086004,Lying
26584,0.96,-0.05,0.3,1086045,Lying
26585,0.96,-0.05,0.31,1086086,Lying
26586,0.96,-0.05,0.31,1086127,Lying
26587,0.96,-0.05,0.3,1086168,Lying
26588,0.96,-0.05,0.3,1086209,Lying
26589,0.96,-0.05,0.31,1086249,Lying
26590,0.97,-0.04,0.3,1086290,Lying
26591,0.96,-0.05,0.3,1086331,Lying
26592,0.96,-0.05,0.31,1086371,Lying
26593,0.96,-0.05,0.31,1086412,Lying
26594,0.96,-0.05,0.3,1086453,Lying
26595,0.96,-0.05,0.3,1086494,Lying
26596,0.96,-0.05,0.3,1086535,Lying
26597,0.96,-0.05,0.31,1086576,Lying
26598,0.96,-0.04,0.3,1086617,Lying
26599,0.96,-0.04,0.3,1086658,Lying
26600,0.96,-0.04,0.3,1086699,Lying
26601,0.96,-0.05,0.3,1086739,Lying
26602,0.96,-0.05,0.3,1086780,Lying
26603,0.96,-0.04,0.3,1086821,Lying
26604,0.96,-0.05,0.3,1086862,Lying
26605,0.96,-0.05,0.3,1086903,Lying
26606,0.96,-0.04,0.3,1086944,Lying
26607,0.96,-0.05,0.3,1086985,Lying
26608,0.96,-0.05,0.3,1087026,Lying
26609,0.96,-0.05,0.3,1087067,Lying
26610,0.96,-0.04,0.3,1087108,Lying
26611,0.96,-0.04,0.3,1087149,Lying
26612,0.96,-0.05,0.29,1087190,Lying
26613,0.96,-0.05,0.3,1087230,Lying
26614,0.96,-0.05,0.3,1087271,Lying
26615,0.96,-0.05,0.3,1087312,Lying
26616,0.96,-0.05,0.3,1087353,Lying
26617,0.96,-0.04,0.3,1087394,Lying
26618,0.97,-0.05,0.3,1087435,Lying
26619,0.96,-0.05,0.3,1087476,Lying
26620,0.96,-0.05,0.3,1087517,Lying
26621,0.96,-0.05,0.3,1087558,Lying
26622,0.96,-0.05,0.3,1087599,Lying
26623,0.96,-0.05,0.3,1087640,Lying
26624,0.96,-0.04,0.3,1087681,Lying
26625,0.96,-0.05,0.3,1087722,Lying
26626,0.96,-0.04,0.3,1087763,Lying
26627,0.96,-0.05,0.3,1087804,Lying
26628,0.96,-0.04,0.3,1087845,Lying
26629,0.97,-0.04,0.3,1087886,Lying
26630,0.96,-0.04,0.3,1087927,Lying
26631,0.97,-0.05,0.3,1087968,Lying
26632,0.96,-0.05,0.3,1088009,Lying
26633,0.96,-0.04,0.3,1088050,Lying
26634,0.96,-0.04,0.3,1088090,Lying
26635,0.97,-0.05,0.3,1088131,Lying
26636,0.96,-0.04,0.31,1088172,Lying
26637,0.96,-0.04,0.31,1088212,Lying
26638,0.96,-0.04,0.29,1088253,Lying
26639,0.96,-0.05,0.31,1088294,Lying
26640,0.96,-0.05,0.3,1088335,Lying
26641,0.96,-0.05,0.29,1088376,Lying
26642,0.96,-0.05,0.31,1088417,Lying
26643,0.96,-0.05,0.3,1088458,Lying
26644,0.96,-0.05,0.3,1088499,Lying
26645,0.96,-0.05,0.3,1088540,Lying
26646,0.96,-0.04,0.3,1088581,Lying
26647,0.96,-0.04,0.3,1088622,Lying
26648,0.96,-0.04,0.3,1088663,Lying
26649,0.97,-0.04,0.3,1088704,Lying
26650,0.96,-0.05,0.3,1088745,Lying
26651,0.96,-0.05,0.3,1088785,Lying
26652,0.97,-0.05,0.29,1088826,Lying
26653,0.96,-0.06,0.3,1088866,Lying
26654,0.96,-0.05,0.3,1088907,Lying
26655,0.96,-0.04,0.3,1088948,Lying
26656,0.96,-0.04,0.3,1088989,Lying
26657,0.96,-0.04,0.3,1089029,Lying
26658,0.97,-0.04,0.3,1089070,Lying
26659,0.96,-0.05,0.3,1089111,Lying
26660,0.96,-0.05,0.3,1089152,Lying
26661,0.95,-0.05,0.29,1089192,Lying
26662,0.96,-0.05,0.29,1089233,Lying
26663,0.97,-0.04,0.3,1089274,Lying
26664,0.97,-0.05,0.29,1089315,Lying
26665,0.98,-0.05,0.27,1089356,Lying
26666,0.96,-0.04,0.29,1089397,Lying
26667,0.96,-0.04,0.29,1089438,Lying
26668,0.97,-0.04,0.28,1089479,Lying
26669,0.97,-0.04,0.3,1089520,Lying
26670,0.95,-0.05,0.3,1089561,Lying
26671,0.98,-0.05,0.3,1089602,Lying
26672,0.96,-0.05,0.3,1089643,Lying
26673,0.96,-0.04,0.3,1089684,Lying
26674,0.96,-0.03,0.3,1089725,Lying
26675,0.96,-0.04,0.32,1089766,Lying
26676,0.96,-0.04,0.32,1089807,Lying
26677,0.96,-0.04,0.31,1089848,Lying
26678,0.96,-0.05,0.31,1089889,Lying
26679,0.96,-0.04,0.3,1089930,Lying
26680,0.95,-0.04,0.32,1089971,Lying
26681,0.96,-0.05,0.32,1090012,Lying
26682,0.96,-0.05,0.3,1090053,Lying
26683,0.96,-0.05,0.31,1090094,Lying
26684,0.96,-0.04,0.3,1090135,Lying
26685,0.95,-0.04,0.31,1090176,Lying
26686,0.98,-0.06,0.3,1090216,Lying
26687,0.95,-0.04,0.32,1090257,Lying
26688,0.96,-0.04,0.3,1090298,Lying
26689,0.96,-0.05,0.31,1090339,Lying
26690,0.95,-0.05,0.32,1090380,Lying
26691,0.96,-0.04,0.32,1090421,Lying
26692,0.97,-0.05,0.31,1090461,Lying
26693,0.95,-0.04,0.32,1090502,Lying
26694,0.96,-0.05,0.32,1090543,Lying
26695,0.96,-0.05,0.31,1090584,Lying
26696,0.96,-0.04,0.31,1090624,Lying
26697,0.96,-0.05,0.32,1090665,Lying
26698,0.96,-0.05,0.31,1090706,Lying
26699,0.96,-0.05,0.32,1090747,Lying
26700,0.95,-0.05,0.31,1090788,Lying
26701,0.95,-0.04,0.31,1090829,Lying
26702,0.96,-0.05,0.32,1090869,Lying
26703,0.96,-0.04,0.32,1090910,Lying
26704,0.95,-0.05,0.32,1090951,Lying
26705,0.96,-0.04,0.32,1090992,Lying
26706,0.96,-0.05,0.32,1091033,Lying
26707,0.95,-0.05,0.32,1091074,Lying
26708,0.96,-0.05,0.32,1091116,Lying
26709,0.95,-0.05,0.32,1091156,Lying
26710,0.96,-0.05,0.31,1091197,Lying
26711,0.96,-0.05,0.32,1091238,Lying
26712,0.96,-0.04,0.32,1091279,Lying
26713,0.96,-0.05,0.33,1091319,Lying
26714,0.96,-0.05,0.32,1091359,Lying
26715,0.96,-0.05,0.32,1091400,Lying
26716,0.96,-0.04,0.32,1091441,Lying
26717,0.96,-0.05,0.32,1091481,Lying
26718,0.95,-0.05,0.32,1091522,Lying
26719,0.96,-0.05,0.32,1091563,Lying
26720,0.96,-0.05,0.32,1091604,Lying
26721,0.96,-0.04,0.32,1091645,Lying
26722,0.96,-0.05,0.32,1091685,Lying
26723,0.96,-0.05,0.32,1091726,Lying
26724,0.96,-0.05,0.32,1091767,Lying
26725,0.96,-0.05,0.32,1091808,Lying
26726,0.96,-0.05,0.32,1091849,Lying
26727,0.96,-0.05,0.31,1091890,Lying
26728,0.95,-0.05,0.32,1091930,Lying
26729,0.96,-0.04,0.32,1091971,Lying
26730,0.96,-0.05,0.32,1092012,Lying
26731,0.96,-0.05,0.32,1092052,Lying
26732,0.97,-0.04,0.31,1092093,Lying
26733,0.96,-0.05,0.32,1092133,Lying
26734,0.96,-0.05,0.31,1092174,Lying
26735,0.96,-0.05,0.32,1092215,Lying
26736,0.96,-0.05,0.32,1092256,Lying
26737,0.96,-0.05,0.32,1092297,Lying
26738,0.96,-0.05,0.32,1092338,Lying
26739,0.96,-0.05,0.32,1092379,Lying
26740,0.96,-0.05,0.32,1092420,Lying
26741,0.96,-0.05,0.32,1092461,Lying
26742,0.96,-0.05,0.32,1092501,Lying
26743,0.96,-0.05,0.32,1092542,Lying
26744,0.96,-0.05,0.32,1092582,Lying
26745,0.96,-0.05,0.32,1092623,Lying
26746,0.96,-0.05,0.32,1092664,Lying
26747,0.96,-0.04,0.32,1092705,Lying
26748,0.96,-0.05,0.31,1092746,Lying
26749,0.96,-0.05,0.31,1092787,Lying
26750,0.96,-0.05,0.32,1092828,Lying
26751,0.95,-0.05,0.32,1092869,Lying
26752,0.96,-0.05,0.32,1092909,Lying
26753,0.95,-0.04,0.32,1092950,Lying
26754,0.96,-0.05,0.32,1092990,Lying
26755,0.96,-0.05,0.32,1093031,Lying
26756,0.96,-0.04,0.32,1093072,Lying
26757,0.95,-0.05,0.32,1093113,Lying
26758,0.96,-0.05,0.32,1093154,Lying
26759,0.96,-0.05,0.32,1093195,Lying
26760,0.96,-0.05,0.32,1093236,Lying
26761,0.96,-0.05,0.32,1093277,Lying
26762,0.95,-0.05,0.32,1093318,Lying
26763,0.96,-0.05,0.32,1093359,Lying
26764,0.96,-0.05,0.33,1093400,Lying
26765,0.96,-0.05,0.32,1093441,Lying
26766,0.96,-0.05,0.32,1093482,Lying
26767,0.96,-0.05,0.32,1093523,Lying
26768,0.96,-0.05,0.32,1093564,Lying
26769,0.96,-0.04,0.32,1093605,Lying
26770,0.96,-0.05,0.32,1093646,Lying
26771,0.95,-0.04,0.31,1093687,Lying
26772,0.96,-0.05,0.31,1093728,Lying
26773,0.96,-0.05,0.32,1093769,Lying
26774,0.96,-0.05,0.32,1093810,Lying
26775,0.96,-0.05,0.32,1093851,Lying
26776,0.96,-0.05,0.31,1093892,Lying
26777,0.96,-0.04,0.32,1093933,Lying
26778,0.95,-0.05,0.32,1093974,Lying
26779,0.96,-0.04,0.32,1094016,Lying
26780,0.96,-0.05,0.32,1094056,Lying
26781,0.97,-0.05,0.32,1094097,Lying
26782,0.95,-0.05,0.32,1094138,Lying
26783,0.96,-0.05,0.31,1094179,Lying
26784,0.96,-0.05,0.32,1094220,Lying
26785,0.96,-0.05,0.32,1094261,Lying
26786,0.96,-0.05,0.32,1094302,Lying
26787,0.96,-0.05,0.33,1094343,Lying
26788,0.96,-0.05,0.32,1094384,Lying
26789,0.96,-0.05,0.31,1094425,Lying
26790,0.95,-0.04,0.32,1094466,Lying
26791,0.96,-0.05,0.32,1094507,Lying
26792,0.96,-0.05,0.32,1094548,Lying
26793,0.96,-0.05,0.32,1094589,Lying
26794,0.96,-0.05,0.32,1094630,Lying
26795,0.97,-0.05,0.31,1094671,Lying
26796,0.96,-0.05,0.32,1094712,Lying
26797,0.95,-0.05,0.32,1094752,Lying
26798,0.96,-0.05,0.31,1094793,Lying
26799,0.96,-0.04,0.32,1094834,Lying
26800,0.96,-0.05,0.32,1094875,Lying
26801,0.96,-0.05,0.32,1094916,Lying
26802,0.96,-0.05,0.31,1094957,Lying
26803,0.96,-0.05,0.31,1094998,Lying
26804,0.96,-0.05,0.32,1095038,Lying
26805,0.96,-0.05,0.32,1095078,Lying
26806,0.96,-0.05,0.32,1095118,Lying
26807,0.96,-0.05,0.32,1095159,Lying
26808,0.96,-0.05,0.32,1095200,Lying
26809,0.96,-0.05,0.32,1095241,Lying
26810,0.96,-0.05,0.32,1095282,Lying
26811,0.96,-0.05,0.32,1095323,Lying
26812,0.96,-0.05,0.31,1095364,Lying
26813,0.96,-0.05,0.32,1095405,Lying
26814,0.96,-0.05,0.32,1095446,Lying
26815,0.96,-0.05,0.31,1095486,Lying
26816,0.96,-0.05,0.32,1095527,Lying
26817,0.96,-0.04,0.32,1095568,Lying
26818,0.96,-0.05,0.32,1095609,Lying
26819,0.96,-0.05,0.31,1095650,Lying
26820,0.96,-0.05,0.32,1095691,Lying
26821,0.96,-0.05,0.32,1095732,Lying
26822,0.96,-0.05,0.32,1095773,Lying
26823,0.96,-0.05,0.32,1095814,Lying
26824,0.96,-0.04,0.32,1095855,Lying
26825,0.96,-0.05,0.32,1095896,Lying
26826,0.96,-0.05,0.32,1095937,Lying
26827,0.96,-0.04,0.32,1095977,Lying
26828,0.96,-0.05,0.32,1096018,Lying
26829,0.96,-0.05,0.32,1096059,Lying
26830,0.96,-0.04,0.32,1096100,Lying
26831,0.96,-0.05,0.32,1096141,Lying
26832,0.96,-0.05,0.32,1096182,Lying
26833,0.96,-0.04,0.32,1096223,Lying
26834,0.96,-0.05,0.32,1096264,Lying
26835,0.96,-0.05,0.32,1096305,Lying
26836,0.95,-0.04,0.31,1096346,Lying
26837,0.96,-0.05,0.32,1096387,Lying
26838,0.96,-0.05,0.32,1096428,Lying
26839,0.96,-0.05,0.32,1096469,Lying
26840,0.95,-0.05,0.31,1096510,Lying
26841,0.96,-0.05,0.31,1096551,Lying
26842,0.95,-0.05,0.32,1096592,Lying
26843,0.96,-0.05,0.32,1096633,Lying
26844,0.96,-0.05,0.32,1096674,Lying
26845,0.96,-0.05,0.32,1096715,Lying
26846,0.96,-0.05,0.32,1096756,Lying
26847,0.96,-0.04,0.32,1096797,Lying
26848,0.96,-0.05,0.32,1096838,Lying
26849,0.96,-0.04,0.31,1096879,Lying
26850,0.96,-0.05,0.32,1096920,Lying
26851,0.96,-0.05,0.32,1096961,Lying
26852,0.96,-0.05,0.32,1097001,Lying
26853,0.96,-0.05,0.31,1097042,Lying
26854,0.96,-0.05,0.32,1097083,Lying
26855,0.96,-0.05,0.32,1097124,Lying
26856,0.96,-0.05,0.32,1097164,Lying
26857,0.96,-0.04,0.31,1097205,Lying
26858,0.96,-0.05,0.32,1097246,Lying
26859,0.96,-0.05,0.32,1097287,Lying
26860,0.96,-0.05,0.32,1097327,Lying
26861,0.96,-0.05,0.32,1097368,Lying
26862,0.96,-0.05,0.32,1097409,Lying
26863,0.96,-0.05,0.31,1097450,Lying
26864,0.95,-0.05,0.32,1097491,Lying
26865,0.95,-0.05,0.33,1097532,Lying
26866,0.96,-0.05,0.32,1097573,Lying
26867,0.96,-0.05,0.32,1097614,Lying
26868,0.96,-0.04,0.32,1097654,Lying
26869,0.96,-0.05,0.32,1097695,Lying
26870,0.96,-0.05,0.31,1097736,Lying
26871,0.96,-0.05,0.32,1097777,Lying
26872,0.96,-0.05,0.31,1097818,Lying
26873,0.96,-0.04,0.32,1097859,Lying
26874,0.95,-0.04,0.32,1097899,Lying
26875,0.96,-0.04,0.32,1097939,Lying
26876,0.96,-0.05,0.31,1097980,Lying
26877,0.96,-0.05,0.32,1098021,Lying
26878,0.95,-0.04,0.32,1098062,Lying
26879,0.96,-0.05,0.32,1098103,Lying
26880,0.96,-0.05,0.31,1098144,Lying
26881,0.96,-0.05,0.32,1098184,Lying
26882,0.95,-0.05,0.31,1098225,Lying
26883,0.95,-0.04,0.32,1098266,Lying
26884,0.95,-0.04,0.32,1098307,Lying
26885,0.96,-0.04,0.32,1098359,Lying
26886,0.96,-0.05,0.32,1098399,Lying
26887,0.96,-0.05,0.32,1098440,Lying
26888,0.96,-0.05,0.32,1098481,Lying
26889,0.96,-0.05,0.32,1098522,Lying
26890,0.96,-0.05,0.32,1098563,Lying
26891,0.96,-0.05,0.31,1098604,Lying
26892,0.96,-0.04,0.31,1098644,Lying
26893,0.96,-0.05,0.32,1098685,Lying
26894,0.96,-0.05,0.32,1098726,Lying
26895,0.96,-0.05,0.31,1098767,Lying
26896,0.96,-0.05,0.31,1098808,Lying
26897,0.96,-0.05,0.32,1098848,Lying
26898,0.96,-0.05,0.32,1098889,Lying
26899,0.95,-0.05,0.32,1098930,Lying
26900,0.95,-0.05,0.32,1098971,Lying
26901,0.96,-0.05,0.32,1099012,Lying
26902,0.96,-0.05,0.31,1099053,Lying
26903,0.96,-0.04,0.32,1099094,Lying
26904,0.96,-0.05,0.32,1099134,Lying
26905,0.96,-0.05,0.32,1099175,Lying
26906,0.95,-0.05,0.32,1099216,Lying
26907,0.96,-0.05,0.32,1099257,Lying
26908,0.96,-0.05,0.32,1099298,Lying
26909,0.96,-0.05,0.32,1099339,Lying
26910,0.96,-0.05,0.32,1099380,Lying
26911,0.96,-0.05,0.32,1099421,Lying
26912,0.96,-0.05,0.33,1099462,Lying
26913,0.96,-0.05,0.31,1099503,Lying
26914,0.96,-0.05,0.32,1099543,Lying
26915,0.96,-0.05,0.32,1099584,Lying
26916,0.96,-0.05,0.33,1099625,Lying
26917,0.96,-0.05,0.32,1099666,Lying
26918,0.96,-0.05,0.32,1099707,Lying
26919,0.95,-0.05,0.32,1099748,Lying
26920,0.96,-0.04,0.32,1099789,Lying
26921,0.96,-0.05,0.31,1099830,Lying
26922,0.96,-0.05,0.32,1099871,Lying
26923,0.96,-0.05,0.32,1099912,Lying
26924,0.96,-0.04,0.32,1099953,Lying
26925,0.96,-0.05,0.32,1099994,Lying
26926,0.96,-0.05,0.32,1100034,Lying
26927,0.96,-0.05,0.32,1100075,Lying
26928,0.96,-0.04,0.32,1100115,Lying
26929,0.96,-0.04,0.31,1100155,Lying
26930,0.96,-0.05,0.32,1100196,Lying
26931,0.96,-0.05,0.32,1100237,Lying
