,x,y,z,t,activity
15797,0.26,-0.96,0.03,644945,Walking
15798,0.27,-0.96,0.01,644985,Walking
15799,0.27,-0.96,0.01,645026,Walking
15800,0.28,-0.99,0.01,645066,Walking
15801,0.27,-0.95,0.02,645107,Walking
15802,0.28,-0.98,0.02,645147,Walking
15803,0.28,-0.95,0.02,645188,Walking
15804,0.28,-0.96,0.03,645228,Walking
15805,0.27,-0.95,0.03,645268,Walking
15806,0.28,-0.96,0.03,645309,Walking
15807,0.27,-0.96,0.04,645349,Walking
15808,0.28,-0.96,0.04,645390,Walking
15809,0.29,-0.96,0.04,645430,Walking
15810,0.29,-0.96,0.02,645471,Walking
15811,0.29,-0.96,0.03,645511,Walking
15812,0.29,-0.95,0.02,645551,Walking
15813,0.29,-0.96,0.02,645592,Walking
15814,0.3,-0.96,0.02,645633,Walking
15815,0.28,-0.95,0.02,645675,Walking
15816,0.29,-0.96,0.02,645718,Walking
15817,0.3,-0.96,0.02,645760,Walking
15818,0.28,-0.96,0.04,645801,Walking
15819,0.29,-0.97,0.04,645842,Walking
15820,0.28,-0.96,0.03,645882,Walking
15821,0.29,-0.97,0.04,645923,Walking
15822,0.29,-0.98,0.03,645963,Walking
15823,0.28,-0.95,0.03,646003,Walking
15824,0.28,-0.96,0.04,646044,Walking
15825,0.29,-0.96,0.02,646084,Walking
15826,0.3,-0.96,0.02,646124,Walking
15827,0.27,-0.96,0.02,646164,Walking
15828,0.29,-0.96,0.0,646205,Walking
15829,0.29,-0.93,0.0,646245,Walking
15830,0.27,-0.91,0.0,646286,Walking
15831,0.29,-0.91,-0.01,646326,Walking
15832,0.32,-0.95,-0.04,646367,Walking
15833,0.32,-1.02,-0.05,646408,Walking
15834,0.31,-1.03,-0.07,646448,Walking
15835,0.34,-1.02,-0.04,646489,Walking
15836,0.32,-1.01,-0.04,646530,Walking
15837,0.3,-0.96,-0.02,646571,Walking
15838,0.29,-0.97,-0.02,646612,Walking
15839,0.26,-1.0,-0.01,646653,Walking
15840,0.26,-1.0,-0.02,646694,Walking
15841,0.25,-1.0,-0.03,646735,Walking
15842,0.23,-0.98,-0.05,646776,Walking
15843,0.23,-0.95,-0.04,646817,Walking
15844,0.21,-0.96,-0.03,646858,Walking
15845,0.18,-1.09,-0.03,646898,Walking
15846,0.19,-1.11,0.03,646939,Walking
15847,0.21,-1.01,0.07,646980,Walking
15848,0.21,-0.87,0.09,647020,Walking
15849,0.19,-0.88,0.12,647061,Walking
15850,0.19,-0.91,0.14,647101,Walking
15851,0.23,-0.95,0.14,647142,Walking
15852,0.22,-1.09,0.13,647182,Walking
15853,0.24,-1.06,0.13,647222,Walking
15854,0.25,-0.96,0.14,647263,Walking
15855,0.22,-0.86,0.14,647303,Walking
15856,0.19,-0.87,0.11,647344,Walking
15857,0.2,-0.84,0.09,647384,Walking
15858,0.22,-0.79,0.06,647425,Walking
15859,0.21,-0.78,0.04,647467,Walking
15860,0.21,-0.84,0.02,647507,Walking
15861,0.23,-0.8,0.0,647547,Walking
15862,0.26,-0.9,-0.0,647587,Walking
15863,0.27,-1.05,-0.04,647628,Walking
15864,0.25,-1.21,-0.07,647669,Walking
15865,0.27,-1.38,-0.06,647710,Walking
15866,0.31,-1.32,-0.04,647751,Walking
15867,0.23,-1.35,-0.03,647791,Walking
15868,0.18,-1.32,-0.05,647832,Walking
15869,0.19,-1.23,-0.07,647872,Walking
15870,0.2,-1.05,-0.07,647913,Walking
15871,0.18,-0.89,-0.05,647954,Walking
15872,0.16,-0.79,-0.02,647995,Walking
15873,0.15,-0.69,0.01,648036,Walking
15874,0.13,-0.65,0.03,648077,Walking
15875,0.14,-0.69,0.04,648117,Walking
15876,0.15,-0.89,0.04,648157,Walking
15877,0.16,-1.11,0.03,648198,Walking
15878,0.18,-1.2,0.05,648238,Walking
15879,0.21,-1.28,0.05,648279,Walking
15880,0.27,-1.26,0.05,648321,Walking
15881,0.3,-1.41,0.06,648361,Walking
15882,0.3,-1.42,0.07,648401,Walking
15883,0.32,-1.19,0.11,648442,Walking
15884,0.33,-0.7,0.15,648482,Walking
15885,0.33,-0.39,0.15,648523,Walking
15886,0.28,-0.26,0.16,648563,Walking
15887,0.29,-0.24,0.14,648604,Walking
15888,0.37,-0.35,0.12,648645,Walking
15889,0.46,-0.75,0.13,648686,Walking
15890,0.46,-1.09,0.15,648726,Walking
15891,0.39,-1.35,0.13,648766,Walking
15892,0.29,-1.54,0.1,648807,Walking
15893,0.39,-1.46,0.09,648847,Walking
15894,0.4,-1.37,0.08,648887,Walking
15895,0.33,-1.43,0.05,648928,Walking
15896,0.23,-1.21,0.0,648968,Walking
15897,0.21,-0.88,-0.01,649008,Walking
15898,0.25,-0.79,0.01,649049,Walking
15899,0.21,-0.65,0.02,649089,Walking
15900,0.16,-0.77,0.03,649131,Walking
15901,0.11,-0.81,0.0,649171,Walking
15902,0.11,-0.96,0.01,649211,Walking
15903,0.13,-1.16,-0.01,649251,Walking
15904,0.16,-1.1,-0.02,649291,Walking
15905,0.3,-1.2,-0.01,649331,Walking
15906,0.31,-1.11,-0.0,649372,Walking
15907,0.37,-1.24,0.07,649412,Walking
15908,0.35,-1.5,0.1,649453,Walking
15909,0.27,-1.12,0.09,649494,Walking
15910,0.34,-0.68,0.11,649535,Walking
15911,0.35,-0.5,0.1,649576,Walking
15912,0.34,-0.43,0.07,649616,Walking
15913,0.37,-0.45,0.07,649656,Walking
15914,0.43,-0.57,0.09,649696,Walking
15915,0.45,-0.84,0.11,649737,Walking
15916,0.43,-1.15,0.14,649777,Walking
15917,0.36,-1.37,0.11,649817,Walking
15918,0.34,-1.49,0.07,649858,Walking
15919,0.44,-1.5,0.07,649900,Walking
15920,0.42,-1.16,0.07,649940,Walking
15921,0.35,-1.29,0.05,649980,Walking
15922,0.2,-1.29,-0.02,650020,Walking
15923,0.2,-0.98,-0.03,650061,Walking
15924,0.27,-0.75,0.0,650101,Walking
15925,0.25,-0.66,-0.0,650142,Walking
15926,0.17,-0.72,-0.01,650182,Walking
15927,0.13,-0.88,-0.03,650223,Walking
15928,0.1,-1.04,-0.05,650264,Walking
15929,0.12,-1.22,-0.06,650304,Walking
15930,0.17,-1.18,-0.05,650344,Walking
15931,0.28,-1.12,0.0,650385,Walking
15932,0.25,-1.05,0.02,650425,Walking
15933,0.31,-1.03,0.07,650466,Walking
15934,0.31,-1.37,0.11,650507,Walking
15935,0.25,-1.27,0.08,650547,Walking
15936,0.32,-0.82,0.09,650588,Walking
15937,0.41,-0.56,0.11,650628,Walking
15938,0.36,-0.48,0.08,650669,Walking
15939,0.34,-0.53,0.04,650711,Walking
15940,0.45,-0.67,0.07,650754,Walking
15941,0.52,-0.89,0.08,650796,Walking
15942,0.54,-1.19,0.07,650839,Walking
15943,0.45,-1.41,0.07,650881,Walking
15944,0.41,-1.44,0.07,650921,Walking
15945,0.5,-1.22,0.1,650961,Walking
15946,0.51,-1.1,0.1,651001,Walking
15947,0.38,-1.34,0.05,651042,Walking
15948,0.27,-1.45,-0.01,651082,Walking
15949,0.23,-1.02,-0.03,651123,Walking
15950,0.28,-0.73,-0.01,651164,Walking
15951,0.27,-0.68,-0.0,651205,Walking
15952,0.18,-0.81,-0.02,651246,Walking
15953,0.13,-0.84,-0.04,651286,Walking
15954,0.12,-1.13,-0.03,651327,Walking
15955,0.1,-1.2,-0.07,651368,Walking
15956,0.2,-1.06,-0.01,651409,Walking
15957,0.32,-1.06,0.04,651450,Walking
15958,0.26,-1.09,0.04,651490,Walking
15959,0.31,-1.16,0.09,651531,Walking
15960,0.42,-1.31,0.1,651571,Walking
15961,0.36,-1.07,0.08,651611,Walking
15962,0.31,-0.73,0.1,651652,Walking
15963,0.37,-0.54,0.1,651692,Walking
15964,0.4,-0.47,0.1,651732,Walking
15965,0.42,-0.51,0.09,651773,Walking
15966,0.58,-0.77,0.13,651813,Walking
15967,0.59,-1.16,0.14,651854,Walking
15968,0.5,-1.36,0.14,651894,Walking
15969,0.49,-1.32,0.11,651935,Walking
15970,0.54,-1.39,0.11,651975,Walking
15971,0.43,-1.26,0.07,652016,Walking
15972,0.4,-1.41,0.03,652056,Walking
15973,0.31,-1.47,-0.02,652097,Walking
15974,0.23,-1.04,-0.05,652138,Walking
15975,0.24,-0.73,-0.03,652178,Walking
15976,0.25,-0.61,-0.01,652219,Walking
15977,0.2,-0.7,-0.01,652260,Walking
15978,0.15,-0.77,-0.02,652300,Walking
15979,0.13,-1.05,-0.03,652341,Walking
15980,0.12,-1.23,-0.04,652382,Walking
15981,0.2,-1.1,-0.02,652423,Walking
15982,0.31,-1.08,0.04,652464,Walking
15983,0.29,-1.0,0.07,652504,Walking
15984,0.35,-1.03,0.09,652545,Walking
15985,0.46,-1.34,0.1,652587,Walking
15986,0.4,-1.17,0.08,652628,Walking
15987,0.37,-0.75,0.12,652669,Walking
15988,0.41,-0.54,0.14,652709,Walking
15989,0.36,-0.45,0.1,652750,Walking
15990,0.41,-0.49,0.11,652790,Walking
15991,0.5,-0.78,0.12,652831,Walking
15992,0.47,-1.09,0.11,652871,Walking
15993,0.47,-1.33,0.12,652912,Walking
15994,0.48,-1.28,0.1,652952,Walking
15995,0.55,-1.39,0.1,652993,Walking
15996,0.44,-1.27,0.09,653034,Walking
15997,0.4,-1.47,0.07,653074,Walking
15998,0.29,-1.51,-0.01,653115,Walking
15999,0.21,-1.05,-0.02,653155,Walking
16000,0.2,-0.71,0.01,653196,Walking
16001,0.25,-0.59,0.02,653236,Walking
16002,0.21,-0.75,0.02,653277,Walking
16003,0.14,-0.89,-0.01,653317,Walking
16004,0.14,-1.09,-0.0,653358,Walking
16005,0.16,-1.21,0.01,653399,Walking
16006,0.26,-1.0,0.04,653441,Walking
16007,0.3,-1.09,0.04,653481,Walking
16008,0.34,-1.04,0.04,653521,Walking
16009,0.44,-1.27,0.08,653562,Walking
16010,0.41,-1.34,0.08,653602,Walking
16011,0.37,-0.88,0.1,653643,Walking
16012,0.36,-0.52,0.12,653683,Walking
16013,0.33,-0.42,0.14,653723,Walking
16014,0.29,-0.42,0.07,653764,Walking
16015,0.42,-0.63,0.07,653804,Walking
16016,0.56,-0.89,0.08,653845,Walking
16017,0.48,-1.12,0.09,653885,Walking
16018,0.47,-1.32,0.1,653926,Walking
16019,0.48,-1.43,0.08,653966,Walking
16020,0.54,-1.42,0.09,654007,Walking
16021,0.47,-1.29,0.06,654047,Walking
16022,0.38,-1.48,0.02,654088,Walking
16023,0.27,-1.27,-0.04,654128,Walking
16024,0.24,-0.83,-0.04,654169,Walking
16025,0.26,-0.63,0.0,654210,Walking
16026,0.23,-0.62,0.02,654251,Walking
16027,0.18,-0.7,0.0,654292,Walking
16028,0.15,-0.95,-0.0,654333,Walking
16029,0.14,-1.22,-0.02,654373,Walking
16030,0.2,-1.22,-0.03,654414,Walking
16031,0.31,-1.08,0.02,654455,Walking
16032,0.31,-1.07,0.0,654496,Walking
16033,0.36,-1.06,0.05,654536,Walking
16034,0.43,-1.29,0.07,654576,Walking
16035,0.36,-1.17,0.07,654617,Walking
16036,0.33,-0.76,0.11,654657,Walking
16037,0.36,-0.49,0.14,654698,Walking
16038,0.35,-0.43,0.11,654738,Walking
16039,0.39,-0.48,0.1,654779,Walking
16040,0.48,-0.73,0.11,654819,Walking
16041,0.51,-1.09,0.11,654860,Walking
16042,0.5,-1.29,0.1,654900,Walking
16043,0.49,-1.25,0.09,654941,Walking
16044,0.53,-1.45,0.08,654981,Walking
16045,0.48,-1.22,0.06,655022,Walking
16046,0.46,-1.32,0.03,655062,Walking
16047,0.39,-1.46,-0.04,655102,Walking
16048,0.21,-1.07,-0.07,655142,Walking
16049,0.26,-0.7,-0.02,655183,Walking
16050,0.3,-0.57,0.02,655224,Walking
16051,0.25,-0.66,0.02,655264,Walking
16052,0.17,-0.77,-0.02,655305,Walking
16053,0.18,-1.1,-0.01,655346,Walking
16054,0.18,-1.23,-0.03,655386,Walking
16055,0.23,-1.08,0.02,655427,Walking
16056,0.32,-1.2,0.02,655468,Walking
16057,0.32,-1.07,0.06,655509,Walking
16058,0.44,-1.21,0.1,655549,Walking
16059,0.45,-1.29,0.1,655589,Walking
16060,0.36,-0.88,0.09,655630,Walking
16061,0.34,-0.52,0.11,655670,Walking
16062,0.36,-0.4,0.12,655710,Walking
16063,0.37,-0.39,0.07,655751,Walking
16064,0.45,-0.54,0.06,655791,Walking
16065,0.55,-0.88,0.07,655831,Walking
16066,0.52,-1.12,0.07,655873,Walking
16067,0.49,-1.33,0.1,655913,Walking
16068,0.45,-1.31,0.08,655953,Walking
16069,0.54,-1.36,0.09,655994,Walking
16070,0.5,-1.26,0.08,656034,Walking
16071,0.42,-1.53,0.05,656074,Walking
16072,0.27,-1.37,-0.03,656114,Walking
16073,0.23,-0.85,-0.03,656155,Walking
16074,0.27,-0.58,0.02,656196,Walking
16075,0.27,-0.49,0.04,656236,Walking
16076,0.21,-0.63,0.04,656276,Walking
16077,0.17,-0.95,-0.01,656317,Walking
16078,0.14,-1.25,-0.0,656358,Walking
16079,0.22,-1.26,-0.01,656398,Walking
16080,0.33,-1.06,0.06,656438,Walking
16081,0.32,-1.16,0.05,656479,Walking
16082,0.33,-1.11,0.06,656519,Walking
16083,0.46,-1.31,0.08,656559,Walking
16084,0.42,-1.27,0.09,656600,Walking
16085,0.37,-0.82,0.13,656640,Walking
16086,0.32,-0.48,0.15,656680,Walking
16087,0.27,-0.3,0.16,656720,Walking
16088,0.32,-0.24,0.12,656760,Walking
16089,0.45,-0.37,0.11,656801,Walking
16090,0.58,-0.74,0.09,656841,Walking
16091,0.6,-1.16,0.12,656881,Walking
16092,0.48,-1.44,0.11,656922,Walking
16093,0.45,-1.47,0.07,656962,Walking
16094,0.62,-1.27,0.11,657002,Walking
16095,0.51,-1.2,0.08,657043,Walking
16096,0.37,-1.39,0.05,657083,Walking
16097,0.32,-1.17,0.01,657123,Walking
16098,0.27,-0.78,0.01,657164,Walking
16099,0.29,-0.57,0.03,657204,Walking
16100,0.29,-0.55,0.04,657244,Walking
16101,0.26,-0.69,0.03,657284,Walking
16102,0.24,-0.96,0.01,657325,Walking
16103,0.23,-1.21,0.01,657367,Walking
16104,0.23,-1.32,0.01,657408,Walking
16105,0.3,-1.04,0.05,657449,Walking
16106,0.31,-1.04,0.06,657490,Walking
16107,0.33,-0.91,0.1,657530,Walking
16108,0.41,-1.22,0.11,657571,Walking
16109,0.38,-1.26,0.11,657611,Walking
16110,0.34,-0.84,0.12,657652,Walking
16111,0.36,-0.5,0.14,657692,Walking
16112,0.34,-0.39,0.12,657732,Walking
16113,0.35,-0.46,0.1,657773,Walking
16114,0.46,-0.7,0.11,657813,Walking
16115,0.49,-1.0,0.09,657854,Walking
16116,0.49,-1.29,0.09,657894,Walking
16117,0.5,-1.24,0.09,657935,Walking
16118,0.54,-1.41,0.07,657976,Walking
16119,0.51,-1.3,0.07,658016,Walking
16120,0.45,-1.32,0.02,658057,Walking
16121,0.43,-1.5,0.02,658097,Walking
16122,0.27,-1.2,-0.02,658138,Walking
16123,0.21,-0.75,-0.01,658179,Walking
16124,0.28,-0.53,0.03,658219,Walking
16125,0.29,-0.57,0.06,658259,Walking
16126,0.22,-0.68,0.04,658299,Walking
16127,0.21,-1.02,0.03,658340,Walking
16128,0.27,-1.19,0.03,658380,Walking
16129,0.34,-1.03,0.07,658421,Walking
16130,0.36,-1.01,0.13,658461,Walking
16131,0.31,-1.07,0.06,658502,Walking
16132,0.42,-1.18,0.08,658542,Walking
16133,0.49,-1.23,0.07,658583,Walking
16134,0.4,-0.97,0.05,658623,Walking
16135,0.32,-0.68,0.08,658664,Walking
16136,0.3,-0.46,0.07,658704,Walking
16137,0.3,-0.42,0.05,658744,Walking
16138,0.34,-0.62,0.05,658785,Walking
16139,0.44,-0.93,0.05,658825,Walking
16140,0.47,-1.2,0.05,658866,Walking
16141,0.48,-1.29,0.07,658906,Walking
16142,0.48,-1.61,0.07,658947,Walking
16143,0.5,-1.43,0.07,658987,Walking
16144,0.49,-1.32,0.05,659027,Walking
16145,0.4,-1.44,0.0,659067,Walking
16146,0.29,-1.12,-0.04,659108,Walking
16147,0.29,-0.71,-0.0,659149,Walking
16148,0.29,-0.55,0.01,659190,Walking
16149,0.25,-0.59,0.02,659230,Walking
16150,0.23,-0.78,0.02,659271,Walking
16151,0.19,-1.0,-0.01,659311,Walking
16152,0.2,-1.33,-0.02,659352,Walking
16153,0.26,-1.25,-0.04,659393,Walking
16154,0.32,-1.27,-0.04,659434,Walking
16155,0.27,-0.98,-0.02,659474,Walking
16156,0.37,-1.1,0.05,659515,Walking
16157,0.26,-1.29,0.08,659556,Walking
16158,0.25,-0.93,0.06,659596,Walking
16159,0.31,-0.57,0.12,659637,Walking
16160,0.32,-0.41,0.12,659677,Walking
16161,0.25,-0.39,0.09,659717,Walking
16162,0.38,-0.6,0.09,659758,Walking
16163,0.49,-0.91,0.06,659798,Walking
16164,0.53,-1.24,0.09,659838,Walking
16165,0.46,-1.38,0.06,659878,Walking
16166,0.47,-1.46,0.06,659919,Walking
16167,0.55,-1.43,0.07,659959,Walking
16168,0.46,-1.28,0.04,660000,Walking
16169,0.39,-1.61,0.02,660040,Walking
16170,0.25,-1.32,-0.04,660081,Walking
16171,0.21,-0.82,-0.01,660122,Walking
16172,0.27,-0.6,0.02,660162,Walking
16173,0.23,-0.6,0.02,660203,Walking
16174,0.17,-0.75,0.01,660243,Walking
16175,0.14,-0.93,-0.01,660283,Walking
16176,0.15,-1.22,-0.02,660324,Walking
16177,0.16,-1.12,-0.01,660365,Walking
16178,0.25,-1.17,-0.02,660407,Walking
16179,0.26,-1.06,-0.05,660447,Walking
16180,0.44,-1.14,0.05,660488,Walking
16181,0.39,-1.4,0.07,660529,Walking
16182,0.27,-1.14,0.01,660569,Walking
16183,0.33,-0.68,0.04,660609,Walking
16184,0.42,-0.43,0.09,660651,Walking
16185,0.37,-0.34,0.04,660692,Walking
16186,0.42,-0.36,0.05,660733,Walking
16187,0.55,-0.55,0.06,660773,Walking
16188,0.65,-0.85,0.03,660814,Walking
16189,0.72,-1.17,0.01,660854,Walking
16190,0.65,-1.14,-0.0,660895,Walking
16191,0.75,-1.56,0.0,660936,Walking
16192,0.64,-1.7,-0.04,660976,Walking
16193,0.51,-1.62,-0.05,661017,Walking
16194,0.54,-1.43,-0.09,661058,Walking
16195,0.29,-1.01,-0.07,661099,Walking
16196,0.25,-0.6,-0.02,661139,Walking
16197,0.27,-0.54,-0.0,661180,Walking
16198,0.2,-0.57,-0.02,661221,Walking
16199,0.2,-0.78,-0.04,661262,Walking
16200,0.25,-1.09,-0.04,661302,Walking
16201,0.29,-1.02,-0.02,661343,Walking
16202,0.4,-1.14,0.05,661384,Walking
16203,0.38,-1.21,0.01,661425,Walking
16204,0.5,-1.33,0.08,661465,Walking
16205,0.48,-1.37,0.09,661506,Walking
16206,0.37,-0.95,0.09,661548,Walking
16207,0.36,-0.54,0.11,661590,Walking
16208,0.31,-0.32,0.11,661632,Walking
16209,0.32,-0.3,0.07,661673,Walking
16210,0.39,-0.46,0.04,661714,Walking
16211,0.62,-0.8,0.01,661754,Walking
16212,0.74,-1.14,0.04,661794,Walking
16213,0.68,-1.27,0.08,661835,Walking
16214,0.63,-1.39,0.08,661875,Walking
16215,0.68,-1.28,0.1,661916,Walking
16216,0.61,-1.24,0.04,661956,Walking
16217,0.54,-1.46,0.0,661997,Walking
16218,0.36,-1.21,-0.04,662037,Walking
16219,0.3,-0.75,-0.01,662078,Walking
16220,0.33,-0.52,0.04,662119,Walking
16221,0.29,-0.52,0.06,662159,Walking
16222,0.27,-0.7,0.05,662200,Walking
16223,0.27,-0.97,0.01,662240,Walking
16224,0.3,-1.26,0.02,662281,Walking
16225,0.3,-1.21,0.03,662321,Walking
16226,0.39,-1.12,0.08,662361,Walking
16227,0.36,-1.06,0.05,662401,Walking
16228,0.41,-1.2,0.08,662441,Walking
16229,0.43,-1.36,0.09,662481,Walking
16230,0.37,-0.97,0.08,662521,Walking
16231,0.34,-0.55,0.12,662562,Walking
16232,0.32,-0.34,0.14,662602,Walking
16233,0.32,-0.33,0.09,662642,Walking
16234,0.45,-0.55,0.11,662683,Walking
16235,0.61,-0.9,0.09,662723,Walking
16236,0.65,-1.33,0.06,662763,Walking
16237,0.64,-1.39,0.07,662803,Walking
16238,0.64,-1.21,0.09,662844,Walking
16239,0.64,-1.03,0.12,662885,Walking
16240,0.63,-1.2,0.11,662925,Walking
16241,0.48,-1.46,0.01,662966,Walking
16242,0.39,-1.23,-0.04,663006,Walking
16243,0.31,-0.96,-0.05,663047,Walking
16244,0.28,-0.58,0.0,663087,Walking
16245,0.29,-0.41,0.02,663127,Walking
16246,0.27,-0.51,0.01,663168,Walking
16247,0.27,-0.86,0.02,663209,Walking
16248,0.28,-1.14,-0.0,663249,Walking
16249,0.34,-1.3,0.01,663289,Walking
16250,0.37,-1.04,0.07,663329,Walking
16251,0.39,-1.03,0.09,663369,Walking
16252,0.37,-0.97,0.06,663409,Walking
16253,0.44,-1.07,0.06,663450,Walking
16254,0.46,-1.14,0.04,663490,Walking
16255,0.39,-0.88,0.04,663530,Walking
16256,0.39,-0.56,0.07,663571,Walking
16257,0.4,-0.37,0.11,663611,Walking
16258,0.36,-0.37,0.09,663651,Walking
16259,0.4,-0.52,0.09,663692,Walking
16260,0.54,-0.78,0.09,663732,Walking
16261,0.61,-1.16,0.1,663772,Walking
16262,0.56,-1.27,0.08,663813,Walking
16263,0.63,-1.41,0.07,663853,Walking
16264,0.68,-1.34,0.09,663895,Walking
16265,0.59,-1.21,0.05,663936,Walking
16266,0.54,-1.5,0.0,663977,Walking
16267,0.36,-1.28,-0.06,664017,Walking
16268,0.32,-0.78,-0.02,664058,Walking
16269,0.3,-0.5,0.02,664099,Walking
16270,0.27,-0.48,0.04,664139,Walking
16271,0.2,-0.62,0.01,664180,Walking
16272,0.18,-0.92,-0.06,664220,Walking
16273,0.23,-1.26,-0.08,664261,Walking
16274,0.35,-1.21,-0.04,664302,Walking
16275,0.42,-1.04,0.02,664343,Walking
16276,0.37,-0.95,0.02,664383,Walking
16277,0.49,-0.97,0.08,664424,Walking
16278,0.51,-1.26,0.08,664464,Walking
16279,0.39,-1.12,0.03,664505,Walking
16280,0.42,-0.69,0.08,664545,Walking
16281,0.4,-0.45,0.11,664585,Walking
16282,0.33,-0.41,0.05,664626,Walking
16283,0.36,-0.57,0.01,664666,Walking
16284,0.55,-0.85,0.03,664707,Walking
16285,0.57,-1.05,0.02,664747,Walking
16286,0.52,-1.29,0.06,664787,Walking
16287,0.48,-1.25,0.05,664827,Walking
16288,0.57,-1.3,0.07,664868,Walking
16289,0.52,-1.24,0.04,664908,Walking
16290,0.41,-1.54,0.02,664949,Walking
16291,0.32,-1.39,-0.03,664989,Walking
16292,0.27,-0.89,-0.05,665030,Walking
16293,0.28,-0.62,-0.01,665071,Walking
16294,0.23,-0.55,0.02,665112,Walking
16295,0.21,-0.7,0.04,665152,Walking
16296,0.19,-0.88,0.0,665192,Walking
16297,0.19,-1.17,-0.01,665233,Walking
16298,0.26,-1.23,-0.01,665274,Walking
16299,0.4,-1.1,0.05,665315,Walking
16300,0.37,-1.07,0.03,665356,Walking
16301,0.46,-1.06,0.07,665396,Walking
16302,0.56,-1.19,0.06,665437,Walking
16303,0.48,-0.95,0.05,665477,Walking
16304,0.39,-0.6,0.11,665518,Walking
16305,0.33,-0.38,0.11,665558,Walking
16306,0.36,-0.37,0.08,665600,Walking
16307,0.45,-0.55,0.07,665640,Walking
16308,0.56,-0.79,0.07,665680,Walking
16309,0.59,-1.04,0.08,665721,Walking
16310,0.61,-1.31,0.08,665761,Walking
16311,0.57,-1.32,0.08,665802,Walking
16312,0.66,-1.27,0.1,665842,Walking
16313,0.62,-1.25,0.08,665883,Walking
16314,0.52,-1.48,0.05,665923,Walking
16315,0.38,-1.32,0.0,665964,Walking
16316,0.3,-0.83,0.0,666004,Walking
16317,0.29,-0.56,0.04,666045,Walking
16318,0.23,-0.52,0.09,666085,Walking
16319,0.2,-0.65,0.06,666125,Walking
16320,0.22,-0.93,0.05,666166,Walking
16321,0.29,-1.2,0.04,666206,Walking
16322,0.33,-1.15,0.05,666247,Walking
16323,0.39,-1.04,0.09,666287,Walking
16324,0.35,-1.05,0.08,666328,Walking
16325,0.4,-1.2,0.07,666368,Walking
16326,0.39,-1.39,0.05,666408,Walking
16327,0.35,-1.01,0.04,666448,Walking
16328,0.38,-0.56,0.1,666489,Walking
16329,0.33,-0.38,0.11,666529,Walking
16330,0.25,-0.34,0.05,666570,Walking
16331,0.35,-0.52,0.06,666610,Walking
16332,0.49,-0.76,0.06,666650,Walking
16333,0.52,-1.09,0.08,666691,Walking
16334,0.49,-1.29,0.1,666731,Walking
16335,0.52,-1.45,0.13,666772,Walking
16336,0.61,-1.47,0.15,666812,Walking
16337,0.45,-1.34,0.06,666852,Walking
16338,0.45,-1.37,0.06,666893,Walking
16339,0.34,-1.16,0.02,666933,Walking
16340,0.25,-0.77,0.0,666974,Walking
16341,0.27,-0.58,0.05,667014,Walking
16342,0.23,-0.61,0.06,667055,Walking
16343,0.2,-0.71,0.03,667095,Walking
16344,0.21,-0.96,0.01,667136,Walking
16345,0.22,-1.27,0.0,667177,Walking
16346,0.23,-1.26,0.0,667217,Walking
16347,0.32,-1.14,0.04,667258,Walking
16348,0.29,-1.01,0.04,667298,Walking
16349,0.33,-1.11,0.05,667339,Walking
16350,0.39,-1.24,0.04,667379,Walking
16351,0.37,-0.98,0.05,667420,Walking
16352,0.33,-0.51,0.12,667460,Walking
16353,0.32,-0.34,0.15,667501,Walking
16354,0.29,-0.4,0.1,667541,Walking
16355,0.41,-0.63,0.1,667581,Walking
16356,0.6,-0.94,0.08,667622,Walking
16357,0.61,-1.26,0.09,667662,Walking
16358,0.56,-1.22,0.08,667703,Walking
16359,0.59,-1.46,0.08,667743,Walking
16360,0.61,-1.33,0.09,667784,Walking
16361,0.52,-1.38,0.01,667825,Walking
16362,0.46,-1.48,-0.01,667865,Walking
16363,0.27,-1.09,-0.04,667906,Walking
16364,0.27,-0.65,0.01,667947,Walking
16365,0.28,-0.5,0.04,667988,Walking
16366,0.22,-0.52,0.03,668029,Walking
16367,0.2,-0.87,0.03,668069,Walking
16368,0.22,-1.17,0.02,668109,Walking
16369,0.27,-1.34,0.01,668150,Walking
16370,0.34,-1.1,0.07,668190,Walking
16371,0.33,-1.13,0.03,668231,Walking
16372,0.31,-1.04,0.04,668271,Walking
16373,0.42,-1.24,0.06,668312,Walking
16374,0.4,-1.02,0.06,668352,Walking
16375,0.31,-0.66,0.12,668393,Walking
16376,0.26,-0.36,0.13,668433,Walking
16377,0.29,-0.33,0.12,668474,Walking
16378,0.39,-0.48,0.09,668514,Walking
16379,0.62,-0.81,0.09,668562,Walking
16380,0.66,-1.14,0.1,668603,Walking
16381,0.62,-1.27,0.12,668643,Walking
16382,0.61,-1.32,0.11,668684,Walking
16383,0.72,-1.43,0.15,668724,Walking
16384,0.59,-1.35,0.06,668765,Walking
16385,0.54,-1.49,0.06,668805,Walking
16386,0.36,-1.17,0.0,668845,Walking
16387,0.3,-0.71,0.02,668886,Walking
16388,0.28,-0.48,0.05,668928,Walking
16389,0.24,-0.48,0.06,668968,Walking
16390,0.19,-0.73,0.04,669009,Walking
16391,0.18,-1.02,0.02,669049,Walking
16392,0.23,-1.21,-0.0,669090,Walking
16393,0.3,-1.09,0.01,669131,Walking
16394,0.37,-1.14,0.0,669171,Walking
16395,0.39,-1.0,0.02,669211,Walking
16396,0.54,-1.16,0.1,669251,Walking
16397,0.42,-1.28,0.08,669292,Walking
16398,0.37,-0.89,0.1,669332,Walking
